10.382;999.000;7.697;8.393;13.252;10.813;4.914;8.032;5.002;4.687;4.186;13.084;5.287;18.099;3.236;2.958;7.640;11.169;4.553;9.859;6.161;16.223;13.180;7.131;8.103;5.358;8.332;10.865;999.000;15.527;6.093;8.402;5.197;10.842;6.270;1.607;8.031;10.710;5.204;3.310;999.000;9.110;5.153;5.053;7.778;10.865;6.072;6.606;999.000;999.000;999.000;6.393;12.337;3.079;2.926;7.969;10.596;2.811;10.197;4.875;7.578;3.103;8.576;2.655;8.165;6.084;4.284;12.464;2.901;4.084;8.318;8.060;2.568;9.728;8.997;4.784;4.004;1.509;11.579;5.256;3.596;6.809;5.334;8.048;999.000;4.836;17.278;6.178;12.491;7.774;10.503;3.885;9.556;999.000;4.672;9.475;7.404;12.348;13.966;11.099;2.711;6.899;7.209;11.239;9.911;8.497;999.000;8.775;999.000;9.494;3.181;999.000;4.518;8.122;8.804;10.544;5.346;9.063;2.165;3.669
999.000;4.500;1.155;0.953;4.693;2.069;0.651;2.743;1.136;1.582;1.360;2.989;3.644;1.420;3.081;5.842;2.969;3.516;3.196;1.952;1.050;2.508;1.710;1.109;999.000;3.650;4.176;2.875;2.911;6.353;2.147;2.215;999.000;1.941;999.000;6.042;3.533;1.613;2.304;2.331;0.344;8.232;1.677;0.363;1.455;1.071;0.510;1.144;4.552;999.000;5.650;1.619;3.017;4.029;999.000;1.721;999.000;4.567;3.952;999.000;1.213;1.991;3.849;0.839;3.796;0.432;999.000;2.244;7.443;999.000;4.426;4.160;3.959;0.430;9.077;5.015;5.115;8.159;3.399;6.864;1.724;1.766;0.465;2.594;1.270;0.288;6.884;1.473;6.982;2.602;1.764;2.497;4.835;3.382;2.118;2.282;2.527;1.556;999.000;1.025;3.374;0.976;5.344;1.140;1.150;999.000;999.000;0.534;1.823;1.100;1.626;8.435;1.509;2.175;0.771;2.920;9.026;2.991;7.910;11.019
999.000;3.599;2.136;4.877;3.365;7.529;2.724;4.375;1.743;6.109;11.091;1.703;5.146;7.019;999.000;1.428;7.788;4.929;8.322;0.880;0.429;3.554;5.697;3.484;2.918;999.000;3.806;6.741;5.311;4.068;6.670;1.371;2.594;1.158;10.436;3.830;2.065;2.627;999.000;4.555;1.768;999.000;4.657;2.500;3.167;1.249;2.271;0.305;1.803;8.563;0.768;6.932;3.109;6.535;1.741;2.673;1.714;1.366;6.693;3.596;1.410;0.936;3.840;6.699;999.000;4.381;1.593;8.713;3.400;4.708;3.040;3.612;6.783;4.726;3.671;2.892;3.329;999.000;999.000;2.350;1.365;2.973;1.971;2.077;1.061;0.675;3.810;999.000;5.271;8.080;999.000;2.262;1.589;11.123;2.504;1.525;2.865;0.465;1.867;999.000;1.638;3.664;2.493;4.904;6.720;999.000;3.329;4.459;1.280;2.669;6.152;6.956;2.905;6.336;2.665;2.663;1.684;3.108;3.391;3.827
3.996;11.103;999.000;2.636;4.272;4.791;7.240;10.609;8.021;22.023;999.000;26.620;8.410;9.686;6.335;2.653;999.000;6.132;11.374;5.785;6.399;3.069;23.239;10.006;7.423;9.823;4.962;17.199;13.955;25.716;8.429;3.114;13.538;8.182;15.238;14.096;11.490;999.000;11.017;14.423;999.000;5.728;1.635;14.772;7.336;8.164;999.000;999.000;4.964;4.267;999.000;29.062;4.791;20.149;11.366;2.578;7.279;11.304;13.650;999.000;19.969;999.000;9.513;999.000;9.771;9.881;999.000;999.000;6.240;8.094;6.492;5.084;4.002;5.484;6.491;6.668;999.000;4.658;4.445;9.795;14.059;4.802;11.578;17.704;7.150;3.950;9.388;999.000;11.154;7.847;5.707;7.079;7.404;7.968;7.517;13.372;4.010;999.000;11.495;15.052;13.784;6.922;6.393;12.440;7.144;7.161;5.127;11.803;4.698;10.974;12.693;29.437;9.252;999.000;9.240;999.000;9.523;9.510;999.000;8.366
8.697;8.141;9.311;20.461;3.706;8.795;10.610;10.353;2.543;4.922;13.334;1.302;10.526;999.000;2.112;12.855;999.000;1.617;9.557;6.859;8.084;15.485;3.835;6.878;999.000;7.555;6.352;9.689;2.995;13.363;8.418;5.107;999.000;5.679;13.688;2.773;999.000;16.065;2.571;24.850;10.496;11.447;7.290;8.805;4.365;999.000;999.000;4.804;10.333;3.228;1.997;999.000;999.000;12.688;3.132;999.000;3.766;6.572;3.259;12.893;3.190;24.963;6.568;7.767;999.000;4.144;12.734;7.507;7.898;7.953;6.836;6.392;4.314;10.427;6.930;5.361;6.454;14.302;2.888;4.562;2.839;3.969;999.000;4.964;14.710;999.000;9.412;9.408;1.676;0.677;11.316;7.481;1.705;999.000;2.375;15.565;3.174;4.095;7.343;10.841;5.983;5.020;8.706;10.510;6.490;4.591;5.310;21.835;5.056;11.825;7.005;11.273;9.423;11.016;10.488;999.000;18.971;4.070;3.369;21.142
999.000;4.168;3.355;4.032;14.445;5.298;6.079;6.105;7.352;5.420;999.000;999.000;3.831;999.000;4.686;4.227;8.239;3.207;10.155;7.863;999.000;999.000;4.300;15.127;5.879;5.053;3.114;3.104;8.224;9.084;5.277;2.730;5.952;12.978;15.298;6.381;6.340;9.376;6.593;4.968;4.776;5.220;999.000;2.289;7.111;2.809;2.300;999.000;9.630;999.000;3.101;1.552;10.083;999.000;10.668;7.431;3.791;14.790;5.157;4.730;2.913;5.151;3.407;3.765;10.561;999.000;5.537;6.039;6.448;4.445;7.615;999.000;3.896;6.830;7.245;4.551;3.834;1.907;5.864;11.099;4.529;3.335;8.787;5.467;11.106;3.907;4.326;5.310;5.277;999.000;999.000;999.000;6.523;12.664;8.896;4.351;10.942;17.828;5.146;5.036;7.223;999.000;6.993;8.066;1.527;8.221;3.352;4.504;3.353;999.000;2.100;8.072;999.000;11.660;999.000;1.964;9.994;6.962;999.000;2.737
13.798;7.379;5.273;6.638;999.000;5.638;8.882;15.834;4.383;14.948;8.495;14.666;9.593;9.866;3.188;12.987;4.008;9.701;999.000;8.404;11.141;9.027;12.687;999.000;999.000;5.762;19.124;9.043;12.190;3.402;9.352;6.597;6.890;10.453;4.987;8.030;9.852;3.704;16.402;6.620;2.811;13.931;5.374;22.759;3.470;5.649;999.000;7.765;999.000;10.227;13.134;3.275;4.544;11.924;14.095;3.928;12.254;16.390;9.637;5.842;11.277;1.746;5.016;12.642;9.309;7.961;19.042;9.757;10.011;1.852;6.575;6.083;10.857;999.000;17.177;7.509;6.589;17.443;9.316;8.433;999.000;14.232;999.000;16.363;3.809;8.244;8.113;4.883;11.413;4.268;999.000;17.829;7.144;4.942;14.398;4.835;3.589;7.351;8.657;8.705;5.954;7.189;6.969;5.329;12.807;16.150;16.005;6.051;5.983;19.895;13.473;5.757;13.006;8.772;3.767;20.520;5.483;3.648;7.440;22.275
11.659;4.023;2.403;5.788;1.857;3.628;6.967;2.547;7.982;1.899;11.998;2.024;3.697;5.164;5.285;1.489;4.388;6.895;999.000;4.728;999.000;6.948;999.000;3.358;999.000;2.603;12.151;4.534;7.556;3.956;8.806;3.222;999.000;999.000;1.989;9.997;999.000;2.116;9.100;5.670;2.869;6.733;999.000;1.596;999.000;12.333;8.784;4.353;3.034;7.501;9.069;3.929;4.603;4.942;1.841;7.780;6.952;6.426;7.466;999.000;10.324;5.401;5.033;6.873;3.898;12.090;6.550;7.752;5.792;18.043;1.356;4.451;9.205;4.023;999.000;5.400;4.742;999.000;5.291;9.587;10.165;3.541;1.054;6.470;5.733;3.453;8.671;1.259;7.921;999.000;5.436;999.000;999.000;8.430;3.707;2.375;4.588;2.307;4.342;999.000;5.192;3.115;8.278;3.203;3.492;6.771;4.460;1.434;9.923;7.661;5.250;3.198;2.689;8.227;7.526;4.519;6.438;3.164;4.247;4.135
999.000;1.332;999.000;1.347;3.575;2.519;4.634;0.234;6.584;2.594;1.503;3.453;4.328;1.516;2.468;999.000;6.423;6.094;0.529;1.911;999.000;1.687;5.511;6.588;5.676;4.791;1.156;5.454;3.470;4.313;2.454;3.394;999.000;3.933;2.568;5.632;2.292;999.000;6.087;3.905;2.823;4.343;3.248;6.043;3.130;4.931;13.342;3.356;1.194;999.000;0.289;999.000;3.908;6.044;2.702;12.654;2.054;12.680;3.081;1.515;3.666;1.556;3.454;7.223;2.185;999.000;1.725;5.858;7.552;3.649;5.135;7.735;2.377;8.086;6.828;4.201;4.189;4.861;4.979;3.237;3.164;10.608;999.000;8.153;9.174;2.268;4.566;2.454;5.100;2.630;0.368;6.306;15.043;5.728;2.954;3.331;6.750;5.935;13.846;7.008;4.346;1.674;3.390;2.743;6.076;0.687;2.171;4.501;4.564;4.263;7.775;2.427;2.051;3.956;0.495;3.521;7.927;9.761;2.187;2.402
2.073;8.130;999.000;2.587;3.048;3.067;5.207;6.439;4.815;1.854;4.561;3.928;1.300;15.499;6.626;1.186;4.864;2.936;18.037;3.179;2.434;3.132;1.760;8.526;999.000;4.744;2.597;3.199;3.894;6.210;2.689;999.000;4.861;3.712;4.095;4.420;5.532;999.000;1.439;3.174;7.777;2.268;9.801;1.177;4.852;4.095;10.619;6.411;3.940;12.957;999.000;4.375;0.823;1.396;6.425;2.334;1.639;2.026;3.088;6.697;4.679;1.215;1.690;3.075;2.048;1.385;11.469;4.283;7.743;4.153;4.997;8.330;999.000;8.608;8.997;5.450;4.546;4.537;1.906;11.127;1.965;4.292;5.675;2.386;4.712;5.850;2.557;1.654;7.715;9.029;9.104;4.282;4.446;2.825;4.555;0.971;999.000;999.000;1.937;2.641;999.000;9.408;1.349;4.867;2.396;3.198;4.984;6.561;4.995;4.120;6.109;999.000;4.515;2.951;5.518;1.292;999.000;3.123;3.645;4.726
6.607;999.000;1.215;2.893;4.261;4.584;7.399;1.841;6.876;1.898;4.028;3.226;3.312;5.946;5.693;6.382;1.243;2.410;2.594;4.063;1.338;3.619;1.459;3.923;0.708;1.462;1.200;2.171;2.018;3.067;2.904;3.256;999.000;1.131;1.547;2.378;4.130;2.862;2.251;999.000;4.353;3.981;0.780;999.000;4.023;2.995;2.872;1.529;9.231;4.636;4.218;0.865;3.493;3.259;2.703;1.557;4.659;1.936;999.000;5.241;1.933;2.513;999.000;2.418;999.000;2.433;2.134;999.000;1.079;1.652;2.166;1.718;3.273;1.012;0.953;4.076;7.980;3.312;2.506;2.278;1.915;3.590;0.783;5.830;8.007;999.000;4.356;3.949;2.928;1.672;1.233;5.066;1.819;2.094;4.980;4.000;5.903;4.205;0.860;2.016;1.349;3.024;5.589;5.053;2.011;1.568;4.038;6.929;2.302;1.514;6.538;999.000;4.676;4.097;4.993;2.147;1.180;2.028;14.399;3.974
7.253;10.444;3.447;12.965;15.481;8.679;11.242;21.112;14.748;7.849;4.576;31.574;18.477;11.675;7.079;5.078;10.796;14.275;10.430;3.292;15.882;2.748;10.339;5.594;7.196;11.244;3.386;10.429;8.210;5.977;12.541;2.211;26.970;6.286;18.287;15.804;8.152;999.000;3.881;7.906;11.732;4.093;10.177;14.286;4.244;10.502;7.838;4.512;11.826;9.891;14.128;9.908;9.910;4.685;14.670;5.797;18.740;12.814;6.663;8.026;5.261;3.670;9.329;5.220;999.000;6.866;6.244;9.569;6.087;7.309;5.473;2.106;19.093;5.269;4.927;9.301;6.960;999.000;10.734;8.283;8.259;11.227;6.790;18.531;9.968;4.961;10.767;11.468;15.014;8.733;20.793;3.564;11.846;8.841;20.639;999.000;22.638;6.594;8.691;12.906;11.058;4.259;10.516;3.208;8.485;9.532;5.261;5.143;21.532;4.170;999.000;25.045;999.000;12.137;14.361;5.906;10.464;7.452;10.739;8.246
3.852;2.555;3.153;3.329;1.121;5.163;0.646;999.000;2.425;999.000;3.544;2.914;999.000;5.262;2.911;0.530;2.133;8.087;1.848;3.334;8.206;4.947;999.000;999.000;6.214;6.924;4.433;1.301;5.209;4.863;3.149;0.950;6.237;999.000;5.111;999.000;10.939;6.349;4.085;3.685;3.861;6.367;0.650;2.266;3.406;2.243;1.921;1.530;2.387;3.622;7.020;4.177;11.413;1.279;2.779;0.460;1.058;3.115;1.871;999.000;3.479;4.746;5.247;3.748;6.783;0.917;1.013;4.005;6.636;1.663;2.970;4.890;8.197;3.386;3.502;1.394;4.962;1.740;2.123;14.409;2.125;2.043;2.248;3.444;2.034;5.844;2.747;3.640;7.044;2.561;5.301;7.875;0.953;1.619;2.332;4.342;0.457;5.787;4.428;2.507;4.382;1.792;8.727;0.730;999.000;5.767;2.947;3.995;3.134;4.869;1.192;0.791;0.955;2.141;999.000;2.616;1.552;4.692;12.287;1.575
4.575;12.232;3.643;8.759;3.416;4.074;5.921;4.021;7.134;7.627;999.000;2.575;4.494;5.232;2.569;999.000;5.958;999.000;6.653;15.508;1.020;1.250;5.349;3.898;1.988;1.747;999.000;1.181;999.000;4.653;3.418;3.664;999.000;0.972;3.713;2.767;3.890;11.519;999.000;2.797;4.324;6.445;2.097;2.061;2.268;2.118;0.395;4.937;5.666;2.935;3.168;999.000;999.000;0.540;8.442;17.920;7.392;999.000;5.058;0.884;999.000;5.763;1.645;3.312;0.915;4.946;1.835;6.226;4.041;6.199;3.658;5.707;2.078;1.576;1.362;2.237;1.696;999.000;4.994;4.033;9.271;1.278;4.806;999.000;3.189;2.873;6.152;0.702;0.945;10.026;1.629;7.107;2.837;8.741;4.146;3.341;4.200;2.192;2.346;3.655;4.639;999.000;5.408;11.358;999.000;2.728;1.043;10.463;5.137;3.011;6.044;3.159;6.679;999.000;7.616;0.765;4.684;1.841;0.751;0.701
3.420;3.764;1.660;2.685;1.500;2.465;5.024;1.984;3.327;999.000;3.850;7.049;3.348;2.755;2.669;2.940;999.000;4.445;3.370;999.000;3.620;0.704;5.957;1.733;2.582;0.462;7.261;3.199;1.081;1.602;1.517;4.810;9.882;2.598;2.821;1.066;999.000;1.532;1.036;2.129;3.908;5.397;3.389;3.601;5.886;3.551;999.000;2.982;1.398;6.671;3.512;6.782;4.748;2.621;0.878;0.665;999.000;2.393;2.000;999.000;4.792;3.992;999.000;999.000;2.131;2.580;4.681;3.223;5.183;999.000;999.000;1.334;4.189;2.469;3.905;3.690;5.230;1.356;999.000;3.305;1.673;2.179;1.439;0.638;4.790;999.000;4.890;999.000;1.456;0.842;1.541;999.000;2.894;1.448;3.034;3.418;3.527;1.634;2.228;4.556;3.703;2.997;4.739;999.000;999.000;2.129;999.000;1.039;6.145;1.734;0.911;2.598;999.000;2.876;4.426;2.117;2.065;5.074;5.930;6.620
